packets,RST sent,ACK sent,PURE ACK sent,unique bytes,data pkts,data bytes,rexmit pkts,rexmit bytes,out seq pkts,SYN count,FIN count,packets2,RST sent2,ACK sent2,PURE ACK sent2,unique bytes2,data pkts2,data bytes2,rexmit pkts2,rexmit bytes2,out seq pkts2,SYN count2,FIN count2,Completion time,C first payload,S first payload,C last payload,S last payload,C first ack,S first ack,C Internal,S Internal,C anonymized,S anonymized,Connection type,P2P type,HTTP type,Average rtt C2S,rtt min,rtt max,Stdev rtt,rtt count,ttl_min,ttl_max,Average rtt S2C,rtt min2,rtt max2,Stdev rtt2,rtt count2,ttl_min2,ttl_max2,P2P subtype,ED2K Data,ED2K Signaling,ED2K C2S,ED2K C2C,ED2K Chat,RFC1323 ws,RFC1323 ts,window scale,SACK req,SACK sent,MSS,max seg size,min seg size,win max,win min,win zero,cwin max,cwin min,initial cwin,rtx RTO,rtx FR,reordering,net dup,unknown,flow control,unnece rtx RTO,unnece rtx FR,SYN seqno,RFC1323 ws,RFC1323 ts,window scale,SACK req,SACK sent,MSS2,max seg size2,min seg size2,win max2,win min2,win zero2,cwin max2,cwin min2,initial cwin2,rtx RTO2,rtx FR2,reordering2,net dup2,unknown2,flow control2,unnece rtx RTO2,unnece rtx FR2,SYN seqno2,httpignore,httpignore2,httpignore3,httpignore4,httpignore5,httpignore6,httpignore7,httpignore8
18,0,17,9,452,7,452,0,0,0,1,1,18,0,18,6,2944,10,2944,0,0,0,1,1,13587.745,2.247,2.181,13584.396,13585.689,0.248,2.181,1,1,0,0,0,0,0,9.185231,0.091,40.326,17.591575,9,64,64,7.36366,0.011,39.903,15.89112,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13822.405,3.298,3.097,13815.159,13821.104,0.486,3.097,1,1,0,0,0,0,0,10.547243,0.453,40.436,18.431829,8,64,64,7.401751,0.011,39.961,16.089882,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
69435,0,69434,2,566404488,69432,587594520,14634,21190032,4266,1,1,60282,0,60282,60280,0,0,0,0,0,0,1,1,43039.358,0.602,0,43035.675,0,0.54,0.977,1,1,0,0,0,0,0,0.258836,0.08,40.87,1.217652,24264,64,64,0.025499,0.013,0.038,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,579200,24,13056,468,1048,367,0,9197,0,35,7785,0,1,1,7,1,10714,1460,0,0,2299520,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,0,0,0,0,0
15,0,14,8,436,5,436,0,0,0,1,1,16,0,16,5,2928,9,2928,0,0,0,1,1,14601.525,2.186,2.078,14597.058,14600.2,0.255,2.078,1,1,0,0,0,0,0,6.081913,0.233,40.195,15.04371,7,64,64,8.056519,0.009,39.671,16.662796,10,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,32,20480,14600,0,164,32,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0
71436,0,71435,2,590223080,71433,614658080,16875,24435000,3512,1,1,57908,0,57908,57906,0,0,0,0,0,0,1,1,58267.836,1.306,0,58262.003,0,0.459,1.816,1,1,0,0,0,0,0,0.308016,0.076,40.914,1.554792,20759,64,64,0.014999,0.008,0.022,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,715312,24,13056,472,958,581,0,9704,0,57,8615,0,1,1,7,1,11649,1460,0,0,2279168,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13515.794,2.092,2.035,13511.194,13514.35,0.194,2.035,1,1,0,0,0,0,0,10.39712,0.116,40.331,18.334795,8,64,64,7.248934,0.01,39.712,15.841116,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
68136,0,68135,2,479995088,68133,500523384,14177,20528296,2683,1,1,56963,0,56963,56961,0,0,0,0,0,0,1,1,44226.069,1.708,0,44215.221,0,0.213,1.939,1,1,0,0,0,0,0,0.267567,0.072,41.589,1.321243,23755,64,64,0.016499,0.011,0.022,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,826808,24,13056,292,1055,238,0,8106,0,28,7141,0,1,1,7,1,11341,1460,0,0,2209664,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1503,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12742.467,2.816,2.736,12738.863,12741.283,0.468,2.736,1,1,0,0,0,0,0,10.341746,0.342,40.197,18.274154,8,64,64,7.252298,0.004,39.377,15.845081,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
67819,0,67818,2,544230247,67816,566158760,15145,21928513,4844,1,1,61491,0,61491,61489,0,0,0,0,0,0,1,1,50038.748,0.485,0,50028.698,0,0.437,0.781,1,1,0,0,0,0,0,0.301821,0.065,140.61,1.825558,20030,64,64,0.025999,0.02,0.032,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,1125096,24,13056,336,853,470,0,9327,0,28,8975,0,1,1,7,1,13353,1460,0,0,2716544,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,12453.171,2.808,2.728,12449.42,12451.839,0.514,2.728,1,1,0,0,0,0,0,10.540368,0.489,40.407,18.401493,8,64,64,7.267207,0.025,39.378,15.859065,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
21511,0,21510,2,196927424,21508,205056496,5614,8129072,1778,1,1,19024,0,19024,19022,0,0,0,0,0,0,1,1,21062.363,1.338,0,21051.386,0,0.674,1.699,1,1,0,0,0,0,0,0.357473,0.076,40.546,1.791272,5053,64,64,0.019999,0.017,0.023,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,502456,24,13056,135,393,95,0,3630,0,18,3121,0,1,1,7,1,4226,1460,0,0,2198144,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526,0,0,0,0,0
17264,0,17263,2,155568534,17261,162232232,4603,6663698,1159,1,1,14378,0,14378,14376,0,0,0,0,0,0,1,1,15222.712,1.12,0,15214.493,0,0.373,1.392,1,1,0,0,0,0,0,0.342164,0.093,40.819,1.636975,4282,64,64,0.013999,0.013,0.015,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,4034128,24,13056,106,149,51,0,3087,0,12,2357,0,1,1,7,1,2838,1460,0,0,2189440,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0
65140,0,65139,2,504460367,65137,522172304,12233,17711937,4192,1,1,55185,0,55185,55183,0,0,0,0,0,0,1,1,42089.626,0.533,0,42081.235,0,0.504,0.813,1,1,0,0,0,0,0,0.279677,0.067,40.864,1.537428,23214,64,64,0.027999,0.017,0.039,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,703728,24,13056,261,854,284,0,8764,0,33,6229,0,1,1,7,1,10408,1460,0,0,2470400,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13125.526,2.966,2.833,13121.774,13124.258,0.679,2.833,1,1,0,0,0,0,0,10.36462,0.437,39.799,18.095886,8,64,64,7.341206,0.015,39.886,15.994719,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13600.423,4.608,4.524,13596.951,13599.204,0.499,4.524,1,1,0,0,0,0,0,10.366495,0.472,39.836,18.137364,8,64,64,7.319933,0.016,39.722,15.983966,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,15725.106,2.492,2.412,15720.881,15723.687,0.301,2.412,1,1,0,0,0,0,0,10.536243,0.289,40.352,18.390831,8,64,64,7.30657,0.012,39.909,15.957292,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,13578.642,2.513,2.464,13575.318,13577.395,0.455,2.464,1,1,0,0,0,0,0,10.39337,0.263,40.697,18.45868,8,64,64,7.201207,0.007,39.194,15.710018,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
95495,0,95494,2,784623312,95492,814647592,20735,30024280,7295,1,1,89879,0,89879,89877,0,0,0,0,0,0,1,1,59195.394,0.603,0,59194.842,0,0.491,0.933,1,1,0,0,0,0,0,0.305771,0.065,41.158,1.779255,30125,64,64,0.016499,0.011,0.022,0,2,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,65160,24,14720,14600,0,1975072,24,13056,354,1466,426,0,13514,0,29,12241,0,1,1,7,1,17070,1460,0,0,2473216,14480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,15199.296,3.104,3.024,15195.701,15198.425,0.723,3.024,1,1,0,0,0,0,0,10.496619,0.54,40.061,18.181631,8,64,64,7.306115,0.018,39.796,16.025881,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
17,0,16,9,452,6,452,0,0,0,1,1,17,0,17,5,2944,10,2944,0,0,0,1,1,14434.699,2.949,2.724,14430.915,14433.441,0.296,2.724,1,1,0,0,0,0,0,10.430745,0.279,40.483,18.501599,8,64,64,7.302025,0.015,39.597,15.930553,11,64,64,0,0,0,0,0,0,1,1,7,1,0,1460,164,16,20480,14600,0,164,16,164,0,0,0,0,0,0,0,0,0,1,1,7,1,0,1460,1448,16,15616,14480,0,1480,16,64,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0
